ID_Camion,Fecha_Entrada_Taller,Kilometraje,Tipo_Servicio,Repuestos_Requeridos,Costo_Repuestos,Costo_Mano_Obra,Duracion_Taller_Dias,Taller_ID,Ciudad_Taller,Modelo_Camion,Año_Fabricacion,Presupuesto_Aprobado,Fecha_Salida_Taller,Cliente_ID,Frecuencia_Visitas_Taller,Tiempo_Espera_Dias,Tecnico_Asignado,Tipo_Repuesto_Mayor,Reclamos_Previos,Satisfaccion_Cliente
SCANIA-2122,2026-01-27,114323,Diagnóstico,9,313.62,,4,TLR004,Antofagasta,P360,2015,True,2026-01-31,CLT-255,7,4,TEC-3,Transmisión,3,1.0
SCANIA-2123,2026-01-28,666210,Diagnóstico,8,2129.72,3615.13,7,TLR002,,P360,2019,True,2026-02-01,CLT-713,8,1,TEC-10,Motor,2,2.0
SCANIA-2124,2026-01-29,239139,Reparación,7,,3355.26,13,TLR004,,G410,2019,True,2026-02-02,CLT-112,5,5,TEC-5,Suspensión,2,4.0
SCANIA-2125,2026-01-30,230448,Mantenimiento,7,1484.1,1782.55,9,TLR004,,R500,2018,,2026-02-03,CLT-607,1,0,TEC-12,Frenos,3,4.0
SCANIA-2126,2026-01-31,750947,Diagnóstico,6,3437.97,193.59,2,TLR002,Valparaíso,P360,2015,True,2026-02-04,CLT-564,4,2,TEC-1,Transmisión,1,3.0
SCANIA-2127,2026-02-01,285659,Mantenimiento,5,311.78,,2,TLR001,Valparaíso,S730,2021,True,2026-02-05,CLT-882,2,3,TEC-9,Suspensión,4,2.0
SCANIA-2128,2026-02-02,439678,Diagnóstico,4,3931.02,4732.92,9,TLR003,,P360,2020,False,2026-02-06,CLT-903,3,2,TEC-13,Motor,4,3.0
SCANIA-2129,2026-02-03,154537,Reparación,3,363.96,3197.39,12,TLR002,Santiago,P360,2017,True,2026-02-07,CLT-319,3,5,TEC-19,Frenos,2,
SCANIA-2130,2026-02-04,291983,Diagnóstico,3,6592.95,2232.93,13,TLR003,Santiago,S730,2018,True,2026-02-08,CLT-114,9,3,TEC-7,Motor,3,2.0
SCANIA-2131,2026-02-05,616821,Reparación,6,6633.86,2673.25,3,TLR001,Valparaíso,R500,2019,True,2026-02-09,CLT-849,4,0,TEC-16,Motor,1,5.0
SCANIA-2132,2026-02-06,838260,Diagnóstico,4,6344.39,1078.18,9,TLR004,Valparaíso,S730,2016,False,2026-02-10,CLT-216,2,4,TEC-8,Transmisión,0,4.0
SCANIA-2133,2026-02-07,51917,Reparación,6,2410.24,3777.67,13,TLR003,Concepción,R500,2015,True,2026-02-11,CLT-430,3,4,TEC-19,Frenos,4,2.0
SCANIA-2134,2026-02-08,332762,Reparación,3,,3757.46,5,TLR001,Santiago,S730,2022,True,2026-02-12,CLT-155,3,8,TEC-7,Eléctrico,1,3.0
SCANIA-2135,2026-02-09,606542,Reparación,4,4435.39,813.03,6,TLR001,Antofagasta,G410,2020,False,2026-02-13,CLT-450,7,7,TEC-4,Motor,4,5.0
SCANIA-2136,2026-02-10,836275,Reparación,9,3115.7,,2,TLR004,Valparaíso,R500,2017,False,2026-02-14,CLT-231,8,7,TEC-10,Frenos,3,3.0
SCANIA-2137,2026-02-11,417436,Mantenimiento,5,5077.57,1419.03,8,TLR004,Concepción,P360,2016,False,2026-02-15,CLT-325,6,4,TEC-1,Motor,4,5.0
SCANIA-2138,2026-02-12,559930,Reparación,7,296.26,4913.05,11,TLR001,Santiago,G410,2015,,2026-02-16,CLT-407,4,7,TEC-17,Suspensión,0,3.0
SCANIA-2139,2026-02-13,621650,Mantenimiento,2,1315.09,1976.22,9,TLR001,Santiago,R500,2020,False,2026-02-17,CLT-574,6,9,TEC-13,Suspensión,3,4.0
SCANIA-2140,2026-02-14,332272,Mantenimiento,5,,971.63,2,TLR003,Valparaíso,R500,2018,False,2026-02-18,CLT-321,1,6,TEC-19,Frenos,2,4.0
SCANIA-2141,2026-02-15,435925,Reparación,9,2104.46,1823.43,6,TLR001,Concepción,R500,2022,False,2026-02-19,CLT-272,8,0,TEC-13,Transmisión,1,5.0
SCANIA-2142,2026-02-16,816641,Mantenimiento,3,4864.47,2256.88,6,TLR001,Antofagasta,S730,2020,True,2026-02-20,CLT-439,1,6,TEC-9,Eléctrico,4,3.0
SCANIA-2143,2026-02-17,764743,Diagnóstico,9,3203.8,439.61,8,TLR003,Valparaíso,R500,2018,False,2026-02-21,CLT-896,5,7,TEC-5,Suspensión,3,4.0
SCANIA-2144,2026-02-18,639833,Reparación,6,6867.49,2933.27,10,TLR002,Concepción,P360,2022,False,2026-02-22,CLT-605,2,2,TEC-1,Transmisión,3,1.0
SCANIA-2145,2026-02-19,132180,Mantenimiento,4,7628.84,3028.4,12,TLR003,Santiago,R500,2022,False,2026-02-23,CLT-920,6,8,TEC-2,Eléctrico,4,3.0
SCANIA-2146,2026-02-20,662246,Reparación,7,7091.8,3720.76,5,TLR003,Antofagasta,P360,2021,,2026-02-24,CLT-256,9,7,TEC-11,Suspensión,2,3.0
SCANIA-2147,2026-02-21,453081,Reparación,8,2310.84,242.93,9,TLR004,Concepción,P360,2015,False,2026-02-25,CLT-250,5,1,TEC-4,Eléctrico,4,1.0
SCANIA-2148,2026-02-22,351953,Reparación,6,1714.47,2752.07,1,TLR003,Antofagasta,P360,2022,True,2026-02-26,CLT-796,4,5,TEC-9,Motor,2,3.0
SCANIA-2149,2026-02-23,428892,Mantenimiento,5,3900.59,359.25,9,TLR001,,G410,2020,True,2026-02-27,CLT-277,2,3,TEC-5,Frenos,4,3.0
SCANIA-2150,2026-02-24,55287,Diagnóstico,6,,3535.61,10,TLR001,Concepción,P360,2022,False,2026-02-28,CLT-632,3,2,TEC-5,Suspensión,3,
SCANIA-2151,2026-02-25,307665,Diagnóstico,5,401.31,373.07,7,TLR001,,S730,2017,False,2026-03-01,CLT-211,6,5,TEC-8,Suspensión,0,4.0
SCANIA-2152,2026-02-26,58512,Mantenimiento,8,4515.67,4567.47,4,TLR002,Concepción,R500,2020,False,2026-03-02,CLT-782,8,9,TEC-2,Motor,0,3.0
SCANIA-2153,2026-02-27,706702,Reparación,1,4259.51,3540.2,3,TLR001,Antofagasta,S730,2015,True,2026-03-03,CLT-237,8,8,TEC-7,Suspensión,3,
SCANIA-2154,2026-02-28,506292,Mantenimiento,7,7957.74,2586.21,14,TLR002,Valparaíso,G410,2016,True,2026-03-04,CLT-332,5,1,TEC-17,Suspensión,0,2.0
SCANIA-2155,2026-03-01,158872,Mantenimiento,2,1774.37,,10,TLR001,Antofagasta,R500,2016,True,2026-03-05,CLT-431,5,9,TEC-11,Suspensión,2,3.0
SCANIA-2156,2026-03-02,822042,Mantenimiento,9,2213.21,,11,TLR003,Concepción,P360,2020,True,2026-03-06,CLT-641,3,9,TEC-15,Suspensión,3,4.0
SCANIA-2157,2026-03-03,143070,Reparación,1,1085.62,1525.9,14,TLR004,Antofagasta,R500,2020,False,2026-03-07,CLT-992,7,9,TEC-3,Suspensión,2,1.0
SCANIA-2158,2026-03-04,654055,Mantenimiento,6,7356.84,4357.9,6,TLR001,Antofagasta,G410,2018,False,2026-03-08,CLT-406,6,4,TEC-13,Transmisión,3,4.0
SCANIA-2159,2026-03-05,672117,Reparación,9,6266.93,4531.82,12,TLR002,Antofagasta,G410,2015,False,2026-03-09,CLT-260,1,5,TEC-18,Suspensión,2,1.0
SCANIA-2160,2026-03-06,479474,Mantenimiento,1,6614.25,103.66,13,TLR002,Concepción,S730,2018,False,2026-03-10,CLT-501,4,3,TEC-20,Motor,2,2.0
SCANIA-2161,2026-03-07,92078,Diagnóstico,4,7241.56,3011.27,1,TLR004,Antofagasta,R500,2017,True,2026-03-11,CLT-689,6,6,TEC-20,Suspensión,0,2.0
SCANIA-2162,2026-03-08,418432,Mantenimiento,4,4294.22,3624.57,3,TLR001,Santiago,R500,2021,False,2026-03-12,CLT-377,6,1,TEC-3,Eléctrico,3,5.0
SCANIA-2163,2026-03-09,657812,Mantenimiento,9,3719.31,3131.86,2,TLR003,,R500,2016,True,2026-03-13,CLT-419,3,6,TEC-2,Eléctrico,4,4.0
SCANIA-2164,2026-03-10,277645,Diagnóstico,5,2777.05,500.23,11,TLR001,Antofagasta,S730,2022,True,2026-03-14,CLT-632,6,1,TEC-5,Motor,0,4.0
SCANIA-2165,2026-03-11,586507,Reparación,5,4795.87,1166.85,13,TLR001,Santiago,G410,2022,False,2026-03-15,CLT-996,6,0,TEC-20,Transmisión,2,4.0
SCANIA-2166,2026-03-12,836667,Reparación,6,3743.37,1326.67,9,TLR004,,P360,2019,True,2026-03-16,CLT-596,9,4,TEC-5,Motor,2,3.0
SCANIA-2167,2026-03-13,355073,Mantenimiento,1,3722.21,,3,TLR001,Valparaíso,R500,2019,,2026-03-17,CLT-462,9,1,TEC-13,Transmisión,4,4.0
SCANIA-2168,2026-03-14,177309,Diagnóstico,1,7508.04,2369.68,13,TLR003,Antofagasta,S730,2015,False,2026-03-18,CLT-471,2,7,TEC-8,Frenos,4,3.0
SCANIA-2169,2026-03-15,379588,Reparación,9,7875.45,2485.46,2,TLR002,Antofagasta,S730,2022,True,2026-03-19,CLT-991,4,7,TEC-16,Eléctrico,2,2.0
SCANIA-2170,2026-03-16,713927,Mantenimiento,3,6412.58,4680.98,4,TLR004,Valparaíso,P360,2015,True,2026-03-20,CLT-754,9,0,TEC-18,Eléctrico,4,4.0
SCANIA-2171,2026-03-17,514008,Diagnóstico,4,6102.71,3221.72,14,TLR003,Concepción,G410,2019,False,2026-03-21,CLT-135,4,3,TEC-16,Eléctrico,1,2.0
SCANIA-2172,2026-03-18,770801,Reparación,1,5508.35,4503.47,2,TLR002,Valparaíso,R500,2015,True,2026-03-22,CLT-402,8,8,TEC-1,Transmisión,0,2.0
SCANIA-2173,2026-03-19,396699,Reparación,9,1495.38,2336.89,1,TLR004,Concepción,R500,2016,True,2026-03-23,CLT-537,3,4,TEC-8,Motor,3,4.0
SCANIA-2174,2026-03-20,385842,Diagnóstico,8,661.03,832.24,6,TLR004,Valparaíso,S730,2017,False,2026-03-24,CLT-825,3,9,TEC-2,Transmisión,4,4.0
SCANIA-2175,2026-03-21,436594,Diagnóstico,2,5587.67,4656.68,10,TLR002,Antofagasta,G410,2017,True,2026-03-25,CLT-131,9,5,TEC-5,Eléctrico,4,4.0
SCANIA-2176,2026-03-22,822608,Diagnóstico,8,5884.53,2347.66,8,TLR002,,R500,2022,False,2026-03-26,CLT-285,8,2,TEC-15,Eléctrico,1,3.0
SCANIA-2177,2026-03-23,710775,Diagnóstico,7,566.39,989.99,10,TLR003,Concepción,P360,2018,True,2026-03-27,CLT-273,1,4,TEC-14,Eléctrico,3,3.0
SCANIA-2178,2026-03-24,741519,Mantenimiento,6,7438.8,1581.74,10,TLR001,Concepción,G410,2016,,2026-03-28,CLT-665,2,0,TEC-3,Eléctrico,1,4.0
SCANIA-2179,2026-03-25,93925,Diagnóstico,1,910.9,348.93,2,TLR001,Santiago,G410,2021,False,2026-03-29,CLT-772,3,7,TEC-7,Frenos,3,4.0
SCANIA-2180,2026-03-26,187023,Reparación,7,2430.02,,14,TLR001,Santiago,S730,2015,False,2026-03-30,CLT-349,2,5,TEC-4,Eléctrico,0,3.0
SCANIA-2181,2026-03-27,137388,Reparación,7,5444.64,4280.33,9,TLR001,Antofagasta,S730,2015,True,2026-03-31,CLT-862,3,1,TEC-11,Transmisión,4,
SCANIA-2182,2026-03-28,582295,Mantenimiento,9,1525.01,,13,TLR001,Antofagasta,R500,2022,False,2026-04-01,CLT-378,8,3,TEC-12,Eléctrico,0,
SCANIA-2183,2026-03-29,307802,Reparación,1,632.24,4669.75,3,TLR003,Santiago,S730,2021,True,2026-04-02,CLT-782,6,3,TEC-15,Suspensión,3,3.0
SCANIA-2184,2026-03-30,485048,Reparación,2,2782.94,713.63,8,TLR004,Santiago,G410,2018,False,2026-04-03,CLT-794,7,8,TEC-6,Frenos,4,4.0
SCANIA-2185,2026-03-31,108596,Diagnóstico,9,6174.58,1972.06,12,TLR003,Concepción,R500,2018,True,2026-04-04,CLT-101,6,8,TEC-1,Eléctrico,1,3.0
SCANIA-2186,2026-04-01,401005,Reparación,9,3426.69,238.32,8,TLR003,,R500,2015,True,2026-04-05,CLT-293,1,4,TEC-18,Suspensión,2,3.0
SCANIA-2187,2026-04-02,829554,Mantenimiento,6,5293.19,4290.31,3,TLR003,Concepción,G410,2015,True,2026-04-06,CLT-265,3,2,TEC-14,Transmisión,1,1.0
SCANIA-2188,2026-04-03,589812,Diagnóstico,6,4721.03,,3,TLR004,Santiago,R500,2021,True,2026-04-07,CLT-858,1,0,TEC-7,Frenos,2,4.0
SCANIA-2189,2026-04-04,572244,Diagnóstico,4,373.3,3192.47,12,TLR003,Antofagasta,P360,2022,,2026-04-08,CLT-855,9,5,TEC-10,Eléctrico,1,5.0
SCANIA-2190,2026-04-05,462498,Mantenimiento,4,7910.61,3603.0,6,TLR003,Santiago,P360,2016,,2026-04-09,CLT-209,9,7,TEC-9,Transmisión,3,4.0
SCANIA-2191,2026-04-06,729290,Diagnóstico,5,523.14,2206.24,1,TLR004,Antofagasta,R500,2021,False,2026-04-10,CLT-479,5,0,TEC-2,Suspensión,0,4.0
SCANIA-2192,2026-04-07,549097,Diagnóstico,3,7748.86,1601.57,4,TLR003,,S730,2018,True,2026-04-11,CLT-934,4,0,TEC-8,Frenos,2,2.0
SCANIA-2193,2026-04-08,699789,Mantenimiento,1,4488.94,4814.84,1,TLR001,Antofagasta,P360,2021,True,2026-04-12,CLT-682,9,6,TEC-1,Eléctrico,3,3.0
SCANIA-2194,2026-04-09,857043,Diagnóstico,1,7712.64,4825.99,14,TLR002,Antofagasta,R500,2021,False,2026-04-13,CLT-775,9,6,TEC-20,Transmisión,0,2.0
SCANIA-2195,2026-04-10,198056,Mantenimiento,7,1095.08,1518.24,3,TLR003,Valparaíso,P360,2021,False,2026-04-14,CLT-384,3,1,TEC-2,Frenos,0,3.0
SCANIA-2196,2026-04-11,64060,Mantenimiento,1,4025.19,2450.16,9,TLR002,Santiago,S730,2016,False,2026-04-15,CLT-986,5,2,TEC-7,Suspensión,4,4.0
SCANIA-2197,2026-04-12,788345,Reparación,1,1522.13,4866.94,14,TLR003,Concepción,G410,2020,False,2026-04-16,CLT-520,3,1,TEC-16,Eléctrico,4,3.0
SCANIA-2198,2026-04-13,527272,Reparación,3,597.6,123.86,14,TLR003,Antofagasta,R500,2015,False,2026-04-17,CLT-212,2,5,TEC-4,Frenos,4,4.0
SCANIA-2199,2026-04-14,568545,Diagnóstico,4,5016.73,2122.12,5,TLR001,Antofagasta,R500,2019,True,2026-04-18,CLT-327,1,7,TEC-17,Suspensión,2,3.0
SCANIA-2200,2026-04-15,879735,Diagnóstico,4,1820.71,592.24,12,TLR004,Concepción,R500,2022,,2026-04-19,CLT-570,2,7,TEC-4,Suspensión,2,3.0
SCANIA-2201,2026-04-16,240279,Mantenimiento,2,4784.04,2594.87,5,TLR002,Concepción,R500,2021,False,2026-04-20,CLT-912,8,0,TEC-3,Transmisión,0,1.0
SCANIA-2202,2026-04-17,780406,Diagnóstico,1,1076.44,220.88,11,TLR004,Antofagasta,R500,2022,False,2026-04-21,CLT-627,8,8,TEC-9,Suspensión,2,5.0
SCANIA-2203,2026-04-18,734647,Mantenimiento,3,2789.49,2093.8,4,TLR001,Concepción,R500,2019,False,2026-04-22,CLT-595,3,7,TEC-15,Suspensión,0,1.0
SCANIA-2204,2026-04-19,89711,Mantenimiento,4,6296.73,,3,TLR001,Concepción,S730,2020,False,2026-04-23,CLT-130,7,8,TEC-20,Motor,3,1.0
SCANIA-2205,2026-04-20,193026,Diagnóstico,3,3609.0,2713.21,5,TLR002,Valparaíso,G410,2015,,2026-04-24,CLT-261,7,8,TEC-3,Suspensión,1,4.0
SCANIA-2206,2026-04-21,385484,Mantenimiento,8,5096.41,4980.37,14,TLR004,Concepción,S730,2018,False,2026-04-25,CLT-917,2,5,TEC-12,Eléctrico,0,
SCANIA-2207,2026-04-22,515317,Reparación,1,5250.17,4022.63,11,TLR001,Santiago,S730,2019,False,2026-04-26,CLT-804,9,2,TEC-15,Frenos,0,4.0
SCANIA-2208,2026-04-23,268134,Diagnóstico,2,,4243.65,4,TLR003,Santiago,G410,2022,False,2026-04-27,CLT-821,3,0,TEC-20,Eléctrico,3,1.0
SCANIA-2209,2026-04-24,152974,Reparación,7,2734.4,3212.8,8,TLR003,Santiago,S730,2022,False,2026-04-28,CLT-477,2,7,TEC-8,Eléctrico,4,2.0
SCANIA-2210,2026-04-25,199646,Diagnóstico,4,5560.91,303.64,4,TLR003,Antofagasta,P360,2022,True,2026-04-29,CLT-545,3,9,TEC-12,Transmisión,4,
SCANIA-2211,2026-04-26,452400,Mantenimiento,8,7700.6,1113.31,11,TLR004,Santiago,S730,2018,,2026-04-30,CLT-843,2,2,TEC-13,Motor,4,4.0
SCANIA-2212,2026-04-27,200168,Diagnóstico,3,5895.9,4632.82,12,TLR003,Valparaíso,R500,2019,False,2026-05-01,CLT-526,8,6,TEC-15,Motor,0,4.0
SCANIA-2213,2026-04-28,642016,Reparación,6,4020.99,1893.95,8,TLR003,Santiago,P360,2022,True,2026-05-02,CLT-795,5,9,TEC-11,Eléctrico,0,2.0
SCANIA-2214,2026-04-29,739376,Mantenimiento,9,5119.6,607.82,6,TLR001,Antofagasta,P360,2018,True,2026-05-03,CLT-603,3,5,TEC-17,Frenos,2,1.0
SCANIA-2215,2026-04-30,585534,Diagnóstico,1,,3541.79,14,TLR001,Valparaíso,G410,2021,True,2026-05-04,CLT-626,5,2,TEC-12,Motor,2,1.0
SCANIA-2216,2026-05-01,488774,Diagnóstico,1,4975.75,1567.34,12,TLR003,Santiago,S730,2022,,2026-05-05,CLT-916,8,5,TEC-20,Motor,1,4.0
SCANIA-2217,2026-05-02,561937,Diagnóstico,8,330.07,1417.4,11,TLR003,,S730,2019,False,2026-05-06,CLT-820,7,2,TEC-18,Eléctrico,1,1.0
SCANIA-2218,2026-05-03,461597,Reparación,3,1719.23,4990.09,5,TLR001,Valparaíso,P360,2018,False,2026-05-07,CLT-783,6,8,TEC-16,Motor,2,
SCANIA-2219,2026-05-04,142263,Reparación,5,6521.65,4304.88,4,TLR002,Antofagasta,S730,2020,False,2026-05-08,CLT-877,1,0,TEC-3,Transmisión,0,2.0
SCANIA-2220,2026-05-05,585590,Diagnóstico,1,2326.68,2098.9,4,TLR004,Antofagasta,S730,2016,True,2026-05-09,CLT-631,1,7,TEC-9,Eléctrico,3,4.0
SCANIA-2221,2026-05-06,615445,Mantenimiento,5,,4903.28,12,TLR004,Valparaíso,G410,2018,False,2026-05-10,CLT-681,1,4,TEC-7,Motor,2,2.0
SCANIA-2222,2026-05-07,629205,Mantenimiento,6,,3285.55,4,TLR001,Santiago,P360,2016,False,2026-05-11,CLT-619,8,3,TEC-19,Motor,0,3.0
SCANIA-2223,2026-05-08,273810,Reparación,8,4270.7,3735.91,11,TLR004,Antofagasta,R500,2016,True,2026-05-12,CLT-133,8,0,TEC-5,Motor,2,1.0
SCANIA-2224,2026-05-09,146646,Mantenimiento,3,730.19,254.41,13,TLR001,Valparaíso,P360,2015,False,2026-05-13,CLT-835,7,8,TEC-19,Eléctrico,4,4.0
SCANIA-2225,2026-05-10,395266,Reparación,3,1613.56,695.87,13,TLR001,Concepción,G410,2021,False,2026-05-14,CLT-790,6,8,TEC-10,Frenos,2,4.0
SCANIA-2226,2026-05-11,860951,Diagnóstico,9,7666.14,3202.12,9,TLR001,,G410,2020,False,2026-05-15,CLT-857,4,4,TEC-20,Suspensión,4,1.0
SCANIA-2227,2026-05-12,540025,Reparación,4,7143.08,4505.22,4,TLR001,Antofagasta,G410,2016,False,2026-05-16,CLT-589,1,8,TEC-12,Motor,0,4.0
SCANIA-2228,2026-05-13,530703,Reparación,4,5287.75,3156.34,12,TLR002,Santiago,S730,2017,True,2026-05-17,CLT-871,9,9,TEC-8,Suspensión,4,3.0
SCANIA-2229,2026-05-14,393054,Diagnóstico,7,3785.23,756.72,9,TLR003,Concepción,P360,2021,True,2026-05-18,CLT-719,1,8,TEC-3,Suspensión,2,5.0
SCANIA-2230,2026-05-15,317552,Mantenimiento,2,5470.94,667.22,13,TLR003,Concepción,S730,2016,True,2026-05-19,CLT-853,4,6,TEC-19,Motor,4,5.0
SCANIA-2231,2026-05-16,109379,Reparación,8,5025.16,4236.51,10,TLR002,Concepción,S730,2018,,2026-05-20,CLT-522,3,7,TEC-11,Motor,3,5.0
SCANIA-2232,2026-05-17,75053,Reparación,6,4634.71,782.58,6,TLR004,,P360,2016,False,2026-05-21,CLT-567,7,0,TEC-8,Suspensión,4,1.0
SCANIA-2233,2026-05-18,452662,Diagnóstico,3,661.58,2649.14,10,TLR004,Santiago,G410,2018,False,2026-05-22,CLT-123,5,3,TEC-13,Frenos,4,2.0
SCANIA-2234,2026-05-19,706282,Mantenimiento,9,5135.86,281.86,13,TLR003,Antofagasta,R500,2022,False,2026-05-23,CLT-315,5,9,TEC-10,Suspensión,1,
SCANIA-2235,2026-05-20,148723,Reparación,5,6197.58,495.28,7,TLR004,Antofagasta,R500,2018,,2026-05-24,CLT-154,4,9,TEC-18,Frenos,3,3.0
SCANIA-2236,2026-05-21,625644,Diagnóstico,8,7953.84,,12,TLR003,Concepción,P360,2017,True,2026-05-25,CLT-125,1,3,TEC-12,Transmisión,0,2.0
SCANIA-2237,2026-05-22,322933,Reparación,7,286.41,3476.99,10,TLR003,Santiago,P360,2016,True,2026-05-26,CLT-380,5,8,TEC-7,Frenos,4,4.0
SCANIA-2238,2026-05-23,880460,Diagnóstico,8,5895.35,1773.2,3,TLR002,,G410,2016,False,2026-05-27,CLT-903,4,2,TEC-11,Eléctrico,3,3.0
SCANIA-2239,2026-05-24,82154,Mantenimiento,7,4659.96,1156.49,8,TLR004,Concepción,P360,2019,False,2026-05-28,CLT-426,8,9,TEC-10,Motor,0,4.0
SCANIA-2240,2026-05-25,263942,Mantenimiento,3,3585.61,4087.18,3,TLR002,Antofagasta,P360,2021,True,2026-05-29,CLT-285,2,9,TEC-3,Transmisión,3,4.0
SCANIA-2241,2026-05-26,314480,Mantenimiento,2,1195.05,1163.81,1,TLR003,Santiago,G410,2019,True,2026-05-30,CLT-594,8,0,TEC-7,Suspensión,1,4.0
SCANIA-2242,2026-05-27,415821,Mantenimiento,7,3390.86,2755.93,13,TLR003,Antofagasta,G410,2015,False,2026-05-31,CLT-111,1,4,TEC-4,Frenos,0,3.0
SCANIA-2243,2026-05-28,331173,Reparación,3,2964.14,4844.22,13,TLR003,Antofagasta,S730,2018,,2026-06-01,CLT-740,4,6,TEC-8,Transmisión,0,3.0
SCANIA-2244,2026-05-29,895633,Reparación,3,2562.07,824.48,10,TLR001,Santiago,P360,2017,False,2026-06-02,CLT-983,3,3,TEC-8,Eléctrico,4,3.0
SCANIA-2245,2026-05-30,82265,Mantenimiento,2,5900.86,4710.29,12,TLR001,Concepción,R500,2019,True,2026-06-03,CLT-533,5,8,TEC-6,Frenos,2,3.0
SCANIA-2246,2026-05-31,415060,Mantenimiento,4,5665.66,996.18,5,TLR001,Santiago,P360,2016,True,2026-06-04,CLT-307,5,5,TEC-13,Suspensión,0,2.0
SCANIA-2247,2026-06-01,293322,Mantenimiento,8,,2880.47,2,TLR002,Concepción,R500,2015,True,2026-06-05,CLT-232,5,5,TEC-12,Suspensión,0,3.0
SCANIA-2248,2026-06-02,224944,Reparación,1,7521.59,1947.34,10,TLR003,Antofagasta,R500,2017,True,2026-06-06,CLT-438,4,2,TEC-3,Frenos,1,3.0
SCANIA-2249,2026-06-03,620485,Mantenimiento,1,,4828.15,14,TLR004,Santiago,R500,2020,False,2026-06-07,CLT-295,8,9,TEC-6,Eléctrico,1,3.0
SCANIA-2250,2026-06-04,498396,Mantenimiento,5,2101.66,1440.36,6,TLR002,Valparaíso,S730,2016,False,2026-06-08,CLT-361,3,9,TEC-19,Motor,1,4.0
SCANIA-2251,2026-06-05,204782,Mantenimiento,5,5316.05,2058.32,13,TLR002,Concepción,G410,2016,False,2026-06-09,CLT-381,4,4,TEC-11,Motor,4,3.0
SCANIA-2252,2026-06-06,734846,Diagnóstico,1,1750.75,4916.01,10,TLR002,Valparaíso,G410,2022,True,2026-06-10,CLT-468,1,9,TEC-4,Suspensión,0,2.0
SCANIA-2253,2026-06-07,121907,Mantenimiento,6,2657.08,2728.7,9,TLR004,Concepción,S730,2020,False,2026-06-11,CLT-202,7,5,TEC-15,Eléctrico,1,4.0
SCANIA-2254,2026-06-08,252967,Diagnóstico,1,1951.9,2562.89,1,TLR003,Santiago,G410,2018,False,2026-06-12,CLT-731,1,3,TEC-2,Suspensión,1,4.0
SCANIA-2255,2026-06-09,352775,Diagnóstico,5,739.4,1363.11,14,TLR001,Valparaíso,S730,2018,False,2026-06-13,CLT-282,2,2,TEC-15,Motor,3,3.0
SCANIA-2256,2026-06-10,441182,Mantenimiento,9,,3536.68,13,TLR003,Santiago,P360,2019,,2026-06-14,CLT-522,7,4,TEC-17,Suspensión,3,4.0
SCANIA-2257,2026-06-11,806892,Diagnóstico,5,2185.42,170.43,4,TLR003,Concepción,S730,2019,,2026-06-15,CLT-108,1,6,TEC-2,Frenos,1,2.0
SCANIA-2258,2026-06-12,332247,Mantenimiento,6,3889.61,342.61,1,TLR002,Concepción,G410,2016,True,2026-06-16,CLT-656,3,5,TEC-7,Frenos,4,3.0
SCANIA-2259,2026-06-13,114772,Reparación,8,537.86,3036.86,1,TLR002,Concepción,G410,2021,False,2026-06-17,CLT-343,6,1,TEC-16,Eléctrico,2,5.0
SCANIA-2260,2026-06-14,176108,Reparación,1,5654.85,1774.21,8,TLR002,Concepción,P360,2016,False,2026-06-18,CLT-881,6,0,TEC-5,Motor,3,5.0
SCANIA-2261,2026-06-15,64382,Reparación,2,2778.38,4771.25,14,TLR001,Antofagasta,S730,2019,True,2026-06-19,CLT-723,6,4,TEC-16,Eléctrico,3,4.0
SCANIA-2262,2026-06-16,134291,Reparación,9,6008.95,4525.63,14,TLR001,Concepción,P360,2020,True,2026-06-20,CLT-666,2,4,TEC-19,Eléctrico,0,4.0
SCANIA-2263,2026-06-17,413339,Diagnóstico,3,3416.74,3597.16,13,TLR001,Valparaíso,R500,2019,False,2026-06-21,CLT-492,2,5,TEC-2,Motor,0,5.0
SCANIA-2264,2026-06-18,709116,Mantenimiento,6,1726.89,4108.91,14,TLR003,Concepción,S730,2016,False,2026-06-22,CLT-626,6,2,TEC-15,Transmisión,1,
SCANIA-2265,2026-06-19,332753,Mantenimiento,5,4202.77,,11,TLR002,Santiago,P360,2017,,2026-06-23,CLT-136,5,0,TEC-4,Transmisión,0,3.0
SCANIA-2266,2026-06-20,197550,Mantenimiento,2,,715.35,2,TLR004,,P360,2016,False,2026-06-24,CLT-277,7,3,TEC-2,Suspensión,0,4.0
SCANIA-2267,2026-06-21,282050,Reparación,7,3636.21,3851.16,1,TLR003,Valparaíso,G410,2017,True,2026-06-25,CLT-738,7,3,TEC-10,Transmisión,2,3.0
SCANIA-2268,2026-06-22,482882,Reparación,4,2674.98,1129.94,11,TLR001,Antofagasta,S730,2017,False,2026-06-26,CLT-728,5,9,TEC-5,Frenos,4,1.0
SCANIA-2269,2026-06-23,387827,Mantenimiento,1,7313.28,1684.87,8,TLR004,Antofagasta,R500,2016,True,2026-06-27,CLT-951,8,1,TEC-18,Eléctrico,1,3.0
SCANIA-2270,2026-06-24,542313,Reparación,4,675.24,4114.25,4,TLR004,Antofagasta,R500,2021,False,2026-06-28,CLT-171,6,7,TEC-4,Suspensión,2,4.0
